Latitude,Longitude,UTC,Parameter,Unit,Value,RawConcentration,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
40.222421,-74.763167,2026-01-02T01:00,PM2.5,UG/M3,1.8,0.6,10,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-02T01:00,PM2.5,UG/M3,3.0,4.1,17,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-02T01:00,PM2.5,UG/M3,3.2,5.3,18,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-02T01:00,PM2.5,UG/M3,1.4,1.2,8,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-02T01:00,PM2.5,UG/M3,0.1,1.2,1,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-02T01:00,PM2.5,UG/M3,4.1,6.4,23,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-02T01:00,PM2.5,UG/M3,5.4,10.4,30,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-02T01:00,PM2.5,UG/M3,3.0,3.5,17,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-02T01:00,PM2.5,UG/M3,6.7,9.6,37,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-02T01:00,PM2.5,UG/M3,2.4,3.7,13,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-02T01:00,PM2.5,UG/M3,9.6,10.1,52,2,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-02T01:00,PM2.5,UG/M3,2.4,3.4,13,1,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-02T01:00,PM2.5,UG/M3,3.3,4.1,18,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-02T01:00,PM2.5,UG/M3,7.6,8.6,42,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-02T01:00,PM2.5,UG/M3,4.0,4.2,22,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-02T01:00,PM2.5,UG/M3,0.0,-2.8,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-02T01:00,PM2.5,UG/M3,3.5,3.7,19,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-02T01:00,PM2.5,UG/M3,9.2,9.3,51,2,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-02T01:00,PM2.5,UG/M3,3.7,3.8,21,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-02T01:00,PM2.5,UG/M3,14.0,14.5,60,2,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-02T01:00,PM2.5,UG/M3,3.1,3.3,17,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-02T02:00,PM2.5,UG/M3,7.0,9.0,39,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-02T02:00,PM2.5,UG/M3,3.0,3.2,17,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-02T02:00,PM2.5,UG/M3,4.4,5.0,24,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-02T02:00,PM2.5,UG/M3,7.3,7.7,41,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-02T02:00,PM2.5,UG/M3,3.7,3.9,21,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-02T02:00,PM2.5,UG/M3,5.4,6.1,30,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-02T02:00,PM2.5,UG/M3,6.1,6.8,34,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-02T02:00,PM2.5,UG/M3,3.6,3.9,20,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-02T02:00,PM2.5,UG/M3,6.4,6.2,36,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-02T02:00,PM2.5,UG/M3,4.5,4.8,25,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-02T02:00,PM2.5,UG/M3,2.5,3.5,14,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-02T02:00,PM2.5,UG/M3,5.0,5.5,28,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-02T02:00,PM2.5,UG/M3,6.0,6.9,33,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-02T02:00,PM2.5,UG/M3,5.4,5.4,30,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-02T02:00,PM2.5,UG/M3,1.0,-999.0,6,1,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-02T02:00,PM2.5,UG/M3,6.9,7.2,38,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-02T02:00,PM2.5,UG/M3,4.7,4.9,26,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-02T02:00,PM2.5,UG/M3,0.0,-999.0,0,1,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-02T02:00,PM2.5,UG/M3,3.1,4.0,17,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-02T02:00,PM2.5,UG/M3,6.3,6.4,35,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-02T02:00,PM2.5,UG/M3,8.4,9.7,47,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-02T02:00,PM2.5,UG/M3,1.2,0.6,7,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-02T02:00,PM2.5,UG/M3,3.8,4.6,21,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-02T02:00,PM2.5,UG/M3,2.8,2.4,16,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-02T02:00,PM2.5,UG/M3,1.0,0.6,6,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-02T02:00,PM2.5,UG/M3,1.2,2.4,7,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-02T02:00,PM2.5,UG/M3,3.6,3.2,20,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-02T02:00,PM2.5,UG/M3,4.7,4.0,26,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-02T02:00,PM2.5,UG/M3,3.6,4.2,20,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-02T02:00,PM2.5,UG/M3,7.0,7.4,39,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-02T02:00,PM2.5,UG/M3,3.4,4.5,19,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-02T02:00,PM2.5,UG/M3,10.2,10.9,53,2,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-02T02:00,PM2.5,UG/M3,2.4,-999.0,13,1,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-02T02:00,PM2.5,UG/M3,3.9,4.6,22,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-02T02:00,PM2.5,UG/M3,7.7,8.0,43,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-02T02:00,PM2.5,UG/M3,4.3,5.2,24,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-02T02:00,PM2.5,UG/M3,0.0,1.1,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-02T02:00,PM2.5,UG/M3,3.5,3.5,19,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-02T02:00,PM2.5,UG/M3,9.3,9.4,51,2,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-02T02:00,PM2.5,UG/M3,3.8,4.0,21,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-02T02:00,PM2.5,UG/M3,11.5,9.1,55,2,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-02T02:00,PM2.5,UG/M3,3.3,3.7,18,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-02T03:00,PM2.5,UG/M3,7.2,7.4,40,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-02T03:00,PM2.5,UG/M3,3.1,3.2,17,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-02T03:00,PM2.5,UG/M3,5.4,6.4,30,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-02T03:00,PM2.5,UG/M3,6.8,6.3,38,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-02T03:00,PM2.5,UG/M3,3.6,3.5,20,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-02T03:00,PM2.5,UG/M3,5.5,5.7,31,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-02T03:00,PM2.5,UG/M3,6.1,6.2,34,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-02T03:00,PM2.5,UG/M3,3.5,3.5,19,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-02T03:00,PM2.5,UG/M3,5.3,4.3,29,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-02T03:00,PM2.5,UG/M3,4.5,4.5,25,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-02T03:00,PM2.5,UG/M3,3.4,4.4,19,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-02T03:00,PM2.5,UG/M3,6.8,8.5,38,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-02T03:00,PM2.5,UG/M3,6.0,6.0,33,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-02T03:00,PM2.5,UG/M3,5.7,6.0,32,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-02T03:00,PM2.5,UG/M3,0.0,-3.5,0,1,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-02T03:00,PM2.5,UG/M3,7.1,7.2,39,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-02T03:00,PM2.5,UG/M3,4.8,4.8,27,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.422272,-75.0252,2026-01-02T03:00,PM2.5,UG/M3,4.2,5.3,23,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-02T03:00,PM2.5,UG/M3,6.1,5.9,34,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-02T03:00,PM2.5,UG/M3,8.2,8.1,46,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-02T03:00,PM2.5,UG/M3,2.6,4.1,14,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-02T03:00,PM2.5,UG/M3,4.6,5.5,26,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-02T03:00,PM2.5,UG/M3,3.6,4.4,20,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-02T03:00,PM2.5,UG/M3,0.0,-1.0,0,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-02T03:00,PM2.5,UG/M3,2.8,4.4,16,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-02T03:00,PM2.5,UG/M3,7.0,10.5,39,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-02T03:00,PM2.5,UG/M3,2.5,0.3,14,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-02T03:00,PM2.5,UG/M3,3.8,4.0,21,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-02T03:00,PM2.5,UG/M3,3.2,-0.6,18,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-02T03:00,PM2.5,UG/M3,4.9,6.4,27,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-02T03:00,PM2.5,UG/M3,9.5,8.7,52,2,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.770908,-74.036218,2026-01-02T03:00,PM2.5,UG/M3,4.5,5.1,25,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-02T03:00,PM2.5,UG/M3,7.2,6.5,40,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-02T03:00,PM2.5,UG/M3,4.3,4.3,24,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-02T03:00,PM2.5,UG/M3,0.0,-1.2,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-02T03:00,PM2.5,UG/M3,3.6,4.0,20,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-02T03:00,PM2.5,UG/M3,9.0,8.8,50,1,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-02T03:00,PM2.5,UG/M3,3.9,4.1,22,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-02T03:00,PM2.5,UG/M3,9.9,8.4,52,2,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-02T03:00,PM2.5,UG/M3,3.5,3.8,19,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-02T04:00,PM2.5,UG/M3,6.0,4.9,33,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-02T04:00,PM2.5,UG/M3,3.3,3.6,18,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-02T04:00,PM2.5,UG/M3,5.2,5.1,29,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-02T04:00,PM2.5,UG/M3,5.9,5.0,33,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-02T04:00,PM2.5,UG/M3,3.6,3.6,20,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-02T04:00,PM2.5,UG/M3,5.7,6.0,32,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-02T04:00,PM2.5,UG/M3,6.2,6.3,34,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-02T04:00,PM2.5,UG/M3,3.4,3.4,19,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-02T04:00,PM2.5,UG/M3,4.3,3.4,24,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-02T04:00,PM2.5,UG/M3,4.5,4.6,25,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-02T04:00,PM2.5,UG/M3,6.0,8.6,33,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-02T04:00,PM2.5,UG/M3,5.9,5.1,33,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-02T04:00,PM2.5,UG/M3,6.1,6.2,34,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-02T04:00,PM2.5,UG/M3,5.8,5.9,32,1,FAB,Philadelphia Air Management Services,421010057,840421010057
40.00892,-75.09777,2026-01-02T04:00,PM2.5,UG/M3,6.6,6.2,37,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-02T04:00,PM2.5,UG/M3,4.7,4.8,26,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-02T04:00,PM2.5,UG/M3,-999.0,-1.6,-999,-999,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-02T04:00,PM2.5,UG/M3,6.0,7.9,33,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-02T04:00,PM2.5,UG/M3,5.7,5.3,32,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-02T04:00,PM2.5,UG/M3,6.9,5.7,38,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-02T04:00,PM2.5,UG/M3,2.8,3.0,16,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-02T04:00,PM2.5,UG/M3,4.8,5.1,27,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-02T04:00,PM2.5,UG/M3,1.9,0.3,11,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-02T04:00,PM2.5,UG/M3,2.0,4.1,11,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-02T04:00,PM2.5,UG/M3,2.1,1.5,12,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-02T04:00,PM2.5,UG/M3,5.5,4.0,31,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-02T04:00,PM2.5,UG/M3,0.0,-3.1,0,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-02T04:00,PM2.5,UG/M3,4.0,4.2,22,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-02T04:00,PM2.5,UG/M3,1.8,0.5,10,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-02T04:00,PM2.5,UG/M3,5.8,6.8,32,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-02T04:00,PM2.5,UG/M3,8.8,8.0,49,1,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-02T04:00,PM2.5,UG/M3,-999.0,7.9,-999,-999,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-02T04:00,PM2.5,UG/M3,4.8,5.1,27,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-02T04:00,PM2.5,UG/M3,8.2,9.7,46,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-02T04:00,PM2.5,UG/M3,4.4,4.5,24,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-02T04:00,PM2.5,UG/M3,0.0,0.7,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-02T04:00,PM2.5,UG/M3,3.8,4.1,21,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-02T04:00,PM2.5,UG/M3,8.8,8.3,49,1,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-02T04:00,PM2.5,UG/M3,3.9,4.0,22,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-02T04:00,PM2.5,UG/M3,9.0,8.1,50,1,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-02T04:00,PM2.5,UG/M3,3.9,4.3,22,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-02T05:00,PM2.5,UG/M3,5.3,4.6,29,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-02T05:00,PM2.5,UG/M3,3.6,4.0,20,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-02T05:00,PM2.5,UG/M3,5.4,5.6,30,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-02T05:00,PM2.5,UG/M3,5.7,5.5,32,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-02T05:00,PM2.5,UG/M3,3.8,4.0,21,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-02T05:00,PM2.5,UG/M3,5.7,5.7,32,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-02T05:00,PM2.5,UG/M3,6.2,6.2,34,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-02T05:00,PM2.5,UG/M3,3.6,3.9,20,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-02T05:00,PM2.5,UG/M3,3.7,3.2,21,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-02T05:00,PM2.5,UG/M3,4.3,4.2,24,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-02T05:00,PM2.5,UG/M3,5.6,5.3,31,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-02T05:00,PM2.5,UG/M3,5.2,4.4,29,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-02T05:00,PM2.5,UG/M3,5.4,4.7,30,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-02T05:00,PM2.5,UG/M3,5.5,5.2,31,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-02T05:00,PM2.5,UG/M3,0.0,-4.0,0,1,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-02T05:00,PM2.5,UG/M3,6.3,5.9,35,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-02T05:00,PM2.5,UG/M3,4.6,4.4,26,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-02T05:00,PM2.5,UG/M3,0.0,1.0,0,1,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-02T05:00,PM2.5,UG/M3,6.5,7.0,36,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-02T05:00,PM2.5,UG/M3,5.5,5.3,31,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-02T05:00,PM2.5,UG/M3,6.9,-999.0,38,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-02T05:00,PM2.5,UG/M3,3.2,3.7,18,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-02T05:00,PM2.5,UG/M3,4.8,-999.0,27,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-02T05:00,PM2.5,UG/M3,2.6,3.4,14,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-02T05:00,PM2.5,UG/M3,1.3,0.6,7,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-02T05:00,PM2.5,UG/M3,1.0,0.0,6,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-02T05:00,PM2.5,UG/M3,4.4,3.4,24,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-02T05:00,PM2.5,UG/M3,0.0,-1.9,0,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-02T05:00,PM2.5,UG/M3,4.1,4.2,23,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-02T05:00,PM2.5,UG/M3,2.6,3.5,14,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-02T05:00,PM2.5,UG/M3,3.2,0.6,18,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
